 itemid |                                              label                                              
   8289 | Mucomyst       mg/hr
   8309 | prednisolone gtts
   8317 | percusion
   8331 | Diazoxide
   8345 | Sigh peep level
   8357 | Sigh Peep
   8360 | Trans pul exp.
   8361 | Trans pul insp
   8362 | ABI Ankle BP [Left]
   8363 | ABI Brachial BP [Left]
   8364 | ABP [Diastolic]
   8365 | Angio Appearance #1 [Attribute 2]
   8366 | Angio Appearance #2 [Attribute 2]
   8367 | Anti-Embolism [Status]
   8368 | Arterial BP [Diastolic]
   8369 | Atrial Pacemaker [Capture]
   8371 | Atrial Pacemaker [Sensitivity]
   8372 | Brachial Pulse [Left]
   8373 | CT #1 [Leak]
   8374 | CT #2 [Leak]
   8375 | CT #3 [Leak]
   8376 | CT #4 [Leak]
   8377 | Capillary Refill [Left]
   8378 | Chest PT [Left]
   8379 | Cooling [Status]
   8380 | Corneal Reflex [Left]
   8381 | Dorsal PedPulse [Left]
   8382 | ETT [Location]
   8383 | Edema #1 [Amount]
   8384 | Edema #2 [Amount]
   8385 | Emesis [pH]
   8386 | Femoral Pulse [Left]
   8387 | GI [pH]
   8388 | GI Intub #1 [Site]
   8389 | GI Intub #2 [Site]
   8390 | GI#1 Tube [Drain]
   8391 | GI#2 Tube [Drain]
   8392 | INV Line#1 [Site]
   8393 | INV Line#2 [Site]
   8394 | INV Line#3 [Site]
   8395 | INV Line#4 [Site]
   8396 | INV Line#5 [Site]
   8397 | INV Line#6 [Site]
   8398 | INV Line#7 [Site]
   8399 | INV Line#8 [Site]
   8400 | IV #1 [Size]
   8401 | IV #2 [Size]
   8402 | IV #3 [Size]
   8403 | IV #4 [Size]
   8404 | ImpSkin #3 [Amount]
   8405 | ImpSkin #6 [Amount]
   8406 | ImpSkin #1 [Amount]
   8407 | ImpSkin #2 [Amount]
   8408 | ImpSkin #4 [Amount]
   8409 | ImpSkin #5 [Amount]
   8410 | ImpSkin #1 [Length]
   8411 | ImpSkin #2 [Length]
   8412 | ImpSkin #3 [Length]
   8413 | ImpSkin #4 [Length]
   8414 | ImpSkin #5 [Length]
   8415 | ImpSkin #6 [Length]
   8416 | Inc #1 [Appearance]
   8417 | Inc #2 [Appearance]
   8418 | Inc #3 [Appearance]
   8419 | Inc #4 [Appearance]
   8420 | Inc #5 [Appearance]
   8421 | Inc #6 [Appearance]
   8422 | Inc #1 [Amount]
   8423 | Inc #2 [Amount]
   8424 | Inc #3 [Amount]
   8425 | Inc #4 [Amount]
   8426 | Inc #5 [Amount]
   8427 | Inc #6 [Amount]
   8428 | Inc #1 [Status]
   8429 | Inc #2 [Status]
   8430 | Inc #3 [Status]
   8431 | Inc #5 [Status]
   8432 | Inc #6 [Status]
   8433 | Inc #4 [Status]
   8434 | KneeImmobilizeLoc [Left]
   8435 | LLE [Color]
   8436 | LUE [Color]
   8437 | MDI #1 [Drug]
   8438 | MDI #2 [Drug]
   8439 | MDI #3 [Drug]
   8440 | Manual BP [Diastolic]
   8441 | NBP [Diastolic]
   8442 | Nares [Left]
   8443 | Neuro Drain [Location]
   8444 | Orthostat BP sitting [Diastolic]
   8445 | OrthostatBP standing [Diastolic]
   8446 | Orthostatic BP lying [Diastolic]
   8447 | Ostomy [Appearance]
   8448 | PAP [Diastolic]
   8449 | Patient controlled analgesia (PCA) [Attempt]
   8450 | PT Splint #1 [Status]
   8451 | PT Splint #2 [Status]
   8452 | PT Splint #3 [Status]
   8453 | PT Splint #4 [Status]
   8454 | Pain Management [Route/Status #2]
   8455 | Popliteal Pulse [Left]
   8456 | PostTib. Pulses [Left]
   8457 | Pressure Sore #1 [Heal]
   8458 | Pressure Sore #2 [Heal]
   8459 | Pressure Sore #3 [Heal]
   8460 | Pressure Sore #1 [Amount]
   8461 | Pressure Sore #2 [Amount]
   8462 | Pressure Sore #3 [Amount]
   8463 | Pressure Sore #1 [Length]
   8464 | Pressure Sore #2 [Length]
   8465 | Pressure Sore #3 [Length]
   8466 | Pupil Response [Left]
   8467 | Pupil Size [Left]
   8468 | RLE [Color]
   8469 | LLE [Sensation]
   8470 | ROM [Value]
   8471 | RUE [Color]
   8472 | LUE [Sensation]
   8473 | Radial Pulse [Left]
   8474 | Responds to Stimuli [Value]
   8475 | Skin Condition
   8476 | Sputum Consistency
   8477 | Sputum [Amount]
   8478 | Stool [Consistency]
   8479 | Trach [Fenestra]
   8480 | Urine [Appearance]
   8481 | VAD Beat Rate [Left]
   8482 | Ventricular Pacemaker [Capture]
   8484 | Ventricular Pacemaker [Sensitivity]
   8485 | Warming [Status]
   8486 | Initials (2 RNs) [RN #2]
   8487 | Med Wasted [Amount]
   8488 | GI Prophylaxis [Drug #2]
   8489 | Ulnar Pulse [Left]
   8491 | Atrial Pacemaker Sense [mA]
   8492 | GI Tube #1 [Site]
   8493 | GI Tube #2 [Site]
   8494 | GI Tube #3 [Drain]
   8495 | Ventricular Pacemaker Sense [mA]
   8498 | O2 sat [Post]
   8499 | Anterior Fontanelle [Shape]
   8500 | Apnea [Duration]
   8501 | BP Alarm [High]
   8502 | BP Cuff [Diastolic]
   8503 | BP Left Arm [Diastolic]
   8504 | BP Left Leg [Diastolic]
   8505 | BP PAL [Diastolic]
   8506 | BP Right Arm [Diastolic]
   8507 | BP Right Leg [Diastolic]
   8508 | BP UAC [Diastolic]
   8510 | Bruising [Location]
   8511 | CVP Alarm [High]
   8512 | Car Safety Seat Screen [Result]
   8513 | [Color]
   8514 | Edema [Location]
   8516 | Eye Drainage [Right]
   8517 | FIO2 Alarm [High]
   8518 | HR Alarm [High]
   8519 | Hernia [Left]
   8520 | Hernia [Right]
   8521 | IV #1 [Location]
   8522 | IV #2 [Location]
   8523 | IV #3 [Location]
   8524 | IV #4 [Location]
   8525 | IV #5 [Location]
   8526 | Kangaroo Care [Tolerated]
   8527 | MAWP Alarm [High]
   8529 | Posterior Fontanelle [Shape]
   8531 | Remote Alarm [D]
   8532 | SaO2 Alarm [High]
   8533 | Seizure [Duration, seconds]
   8534 | Skin Integrity [Attribute #2]
   8535 | Stool [Color]
   8536 | TcCO2 [Value]
   8537 | Temp/Iso/Warmer [Temperature, degrees C]
   8538 | Testes [Right]
   8547 | ABP Alarm [High]
   8548 | CVP Alarm [High]
   8549 | HR Alarm [High]
   8550 | ICP Alarm [High]
   8551 | NBP Alarm [High]
   8552 | PAP Alarm [High]
   8553 | Resp Alarm [High]
   8554 | SpO2 Alarm [High]
   8555 | Arterial BP #2 [Diastolic]
 220045 | Heart Rate
 220046 | Heart rate Alarm - High
 220047 | Heart Rate Alarm - Low
 220048 | Heart Rhythm
 220050 | Arterial Blood Pressure systolic
 220051 | Arterial Blood Pressure diastolic
 220052 | Arterial Blood Pressure mean
 220056 | Arterial Blood Pressure Alarm - Low
 220058 | Arterial Blood Pressure Alarm - High
 220059 | Pulmonary Artery Pressure systolic
 220060 | Pulmonary Artery Pressure diastolic
 220061 | Pulmonary Artery Pressure mean
 220063 | Pulmonary Artery Pressure Alarm - High
 220066 | Pulmonary Artery Pressure Alarm - Low
 220072 | Central Venous Pressure Alarm - High
 220073 | Central Venous Pressure  Alarm - Low
 220074 | Central Venous Pressure
 220088 | Cardiac Output (thermodilution)
 220120 | Intra Aortic Ballon Pump Setting
 220125 | Left Ventricular Assit Device Flow
 220179 | Non Invasive Blood Pressure systolic
 220180 | Non Invasive Blood Pressure diastolic
 220181 | Non Invasive Blood Pressure mean
 220194 | Temporary AV interval
 220210 | Respiratory Rate
 220224 | Arterial O2 pressure
 220227 | Arterial O2 Saturation
 220228 | Hemoglobin
 220235 | Arterial CO2 Pressure
 220245 | CO2 production
 220274 | PH (Venous)
 220277 | O2 saturation pulseoxymetry
 220283 | Resistance
 220292 | Minute Volume Alarm - Low
 220293 | Minute Volume Alarm - High
 220339 | PEEP set
 220507 | Activated Clotting Time
 220545 | Hematocrit (serum)
 220546 | WBC
 220580 | Ammonia
 220581 | Amylase
 220587 | AST
 220602 | Chloride (serum)
 220603 | Cholesterol
 220615 | Creatinine
 220621 | Glucose (serum)
 220624 | HDL
 220632 | LDH
 220635 | Magnesium
 220644 | ALT
 220645 | Sodium (serum)
 220650 | Total Protein
 220734 | PH (dipstick)
 220739 | GCS - Eye Opening
 220765 | Intra Cranial Pressure
 223059 | Intubation - Details
 223679 | TCO2 (calc) Venous
 223751 | Non-Invasive Blood Pressure Alarm - High
 223752 | Non-Invasive Blood Pressure Alarm - Low
 223753 | Riker-SAS Scale
 223754 | Risk for Falls
 223758 | Code Status
 223759 | Precautions: Standard +
 223760 | Health Care Proxy
 223761 | Temperature Fahrenheit
 223762 | Temperature Celsius
 223763 | Bladder Pressure
 223764 | Orthostatic HR lying
 223765 | Orthostatic HR sitting
 223766 | Orthostatic BPs standing
 223767 | Intra Cranial Pressure Alarm - High
 223768 | Intra Cranial Pressure Alarm - Low
 223769 | O2 Saturation Pulseoxymetry Alarm - High
 223770 | O2 Saturation Pulseoxymetry Alarm - Low
 223771 | PCWP
 223772 | SvO2
 223773 | PA Line cm Mark
 223780 | Daily Wake Up Deferred
 223781 | Pain Present
 223782 | Pain Type
 223783 | Pain Location
 223784 | Pain Cause
 223791 | Pain Level
 223792 | Pain Management
 223794 | Pain Level Acceptable
 223795 | Pain Assessment Method
 223796 | Untoward Effect
 223797 | Sensory Level
 223800 | Epidural Appearance
 223801 | NMB Medication
 223802 | Nerve Stimulated
 223805 | Nausea and Vomiting (CIWA)
 223806 | Tremor (CIWA)
 223810 | Paroxysmal Sweats
 223811 | Anxiety
 223814 | Auditory Disturbance
 223817 | Agitation
 223818 | Tactile Disturbances
 223819 | Visual Disturbances
 223820 | Headache
 223821 | Orient/Clouding Sensory
 223823 | Insomnia
 223824 | Seizure
 223825 | Sustained Nystagmus
 223827 | Ataxia
 223828 | Slurred Speech
 223829 | Drowsiness
 223830 | PH (Arterial)
 223834 | O2 Flow
 223835 | Inspired O2 Fraction
 223836 | Airway Type
 223837 | ETT Size (ID)
 223838 | ETT Location
 223840 | ETT Re-taped
 223847 | Passey Muir Valve in use
 223848 | Ventilator Type
 223849 | Ventilator Mode
 223872 | Inspired Gas Temp.
 223873 | Paw High
 223874 | Vti High
 223875 | Fspn High
 223876 | Apnea Interval
 223898 | Orientation
 223900 | GCS - Verbal Response
 223901 | GCS - Motor Response
 223902 | Speech
 223903 | Communication
 223904 | Gag Reflex
 223905 | Cough Reflex
 223907 | Pupil Size Right
 223910 | Follows Commands
 223911 | Spontaneous Movement
 223916 | Response to Stimuli (Type)
 223917 | RU Strength/Movement
 223918 | RL Strength/Movement
 223919 | LU Strength/Movement
 223920 | LL Strength/Movement
 223921 | Neuro Symptoms
 223923 | Seizure Activity
 223924 | RLE Sensation
 223925 | Seizure Duration
 223926 | Neuro Drain #1 Type
 223930 | Neuro Drain #1 Level
 223931 | Neuro Drain #1 Status
 223932 | Neuro Drain #1 Drainage
 223934 | Dorsal PedPulse R
 223935 | PostTib. Pulses R
 223936 | Radial Pulse R
 223938 | Ulnar Pulse R
 223939 | Brachial Pulse R
 223940 | Femoral Pulse R
 223941 | Popliteal Pulse R
 223942 | Graft/Flap Pulse
 223943 | Dorsal PedPulse L
 223944 | Brachial Pulse L
 223945 | Femoral Pulse L
 223946 | Popliteal Pulse L
 223947 | PostTib. Pulses L
 223948 | Radial Pulse L
 223949 | Ulnar Pulse L
 223951 | Capillary Refill R
 223952 | Pericardial Drain Status
 223953 | Pericardial Drain Drainage
 223954 | Pericardial Drain Site
 223955 | Temporary Pacemaker Type
 223956 | Temporary Pacemaker Mode
 223958 | Temporary Venticular Sens Threshold mV
 223960 | Temporary Venticular Stim Threshold mA
 223961 | Temporary Pacemaker Wire Condition
 223962 | Temporary Pacemaker Wires Venticular
 223963 | Temporary Pacemaker Wires Ground
 223966 | Transcutaneous Pacer Placement
 223967 | Angio Site # 1
 223968 | Angio Appearance # 1
 223970 | Angio Dressing # 1
 223971 | Angio Site # 2
 223972 | Angio Appearance # 2
 223973 | Angio Dressing # 2
 223976 | RUE Color
 223979 | RLE Color
 223982 | LUE Color
 223983 | LLE Color
 223985 | Respiratory Pattern
 223986 | RUL Lung Sounds
 223987 | RLL Lung Sounds
 223988 | LUL Lung Sounds
 223989 | LLL Lung Sounds
 223990 | Respiratory Effort
 223991 | Cough Effort
 223992 | Cough Type
 223993 | Chest Tube Site # 1
 223994 | CT #1 Suction Amount
 223995 | CT #1 Fluctuate
 223996 | CT #1 Drainage
 223997 | CT #1 Dressing
 223998 | CT #1 Crepitus
 223999 | Oral Cavity
 224000 | Nares R
 224001 | Diet Type
 224003 | Abdominal Assessment
 224004 | Bowel Sounds
 224005 | Flatus
 224006 | Emesis Appearance
 224007 | GI #1 Intub Site
 224009 | GI #1 Tube Drainage
 224010 | GI #1 Tube Place Check
 224011 | Stool Consistency
 224012 | Stool Management
 224013 | Stool Guaiac
 224015 | Urine Source
 224016 | Urine Color
 224017 | GU Catheter Size
 224019 | Bladder Irrigation
 224023 | Support Systems
 224024 | Family Communication
 224025 | Spiritual Support
 224026 | Skin Integrity
 224027 | Skin Temperature
 224028 | Skin Color
 224031 | Edema Location
 224032 | Impaired Skin Site #1
 224037 | Impaired Skin Cleanse #1
 224038 | Impaired Skin Treatment #1
 224040 | Incision Closure #1
 224041 | Incision Drainage #1
 224042 | Incision Dressing #1
 224043 | Incision Cleansing #1
 224044 | Incision Packing #1
 224054 | Braden Sensory Perception
 224055 | Braden Moisture
 224056 | Braden Activity
 224057 | Braden Mobility
 224058 | Braden Nutrition
 224059 | Braden Friction/Shear
 224061 | Reason for Restraint (Behavioral)_V1
 224062 | Less Restrictive Measures (Acute Med/Surgical)
 224063 | Restraint Type
 224064 | Restraint Location_V1
 224065 | Circulation/Skin Integrity
 224066 | Position Change
 224067 | Range of Motion
 224068 | Restraints Evaluated_V1
 224069 | Side Rails_V1
 224070 | Sitter
 224072 | Education Learner
 224073 | Education Topic
 224075 | Education Readiness
 224076 | Education Barrier
 224077 | Education Method
 224079 | Education Response
 224080 | Head of Bed
 224082 | Turn
 224084 | Activity
 224085 | Assistance Device
 224086 | Activity Tolerance
 224087 | Therapeutic Bed
 224088 | Pressure Reducing Device
 224089 | Anti Embolic Device
 224090 | Knee Immobilizer Status
 224091 | Continuous Pressure Machine Status
 224092 | Range of Motion Location
 224093 | Position
 224101 | Chest PT R/L
 224105 | Warming Device
 224106 | Cooling Device
 224109 | Cervical Collar Type
 224110 | Cervical Collar Status
 224113 | Traction/Immobile Location #1
 224114 | PT Splint Location #1
 224119 | 22 Gauge Site Appear
 224121 | 22 Gauge Reason Discontinued
 224144 | Blood Flow (ml/min)
 224145 | Heparin Dose (per hour)
 224146 | System Integrity
 224149 | Access Pressure
 224150 | Filter Pressure
 224151 | Effluent Pressure
 224152 | Return Pressure
 224153 | Replacement Rate
 224154 | Dialysate Rate
 224161 | Resp Alarm - High
 224162 | Resp Alarm - Low
 224166 | Doppler BP
 224167 | Manual Blood Pressure Systolic Left
 224168 | Parameters Checked
 224169 | MDI #1 Puff
 224170 | MDI #1 Drug
 224172 | MDI #2 Puff
 224173 | MDI #2 Drug
 224175 | MDI #3 Puff
 224176 | MDI #3 Drug
 224178 | Small Volume Neb Dose #2
 224181 | Small Volume Neb Drug #1
 224188 | PICC Line Site Appear
 224191 | Hourly Patient Fluid Removal
 224192 | Pulsus Paradoxus
 224226 | Impaired Skin Wound Base #1
 224259 | Impaired Skin Drainage #1
 224281 | Multi Lumen Site Appear
 224283 | Multi Lumen Waveform Appear
 224289 | Arterial line Site Appear
 224291 | Arterial line Waveform Appear
 224297 | Cordis/Introducer Site Appear
 224308 | Capillary Refill L
 224309 | Assisted Systole
 224310 | Augmented Diastole
 224311 | BAEDP
 224314 | ABI Brachial BP R (Impella)
 224315 | ABI Brachial BP L
 224317 | ABI Ankle BP R
 224318 | ABI Ankle BP L (Impella)
 224322 | IABP Mean
 224327 | PCA medication
 224328 | PCA dose
 224329 | PCA lockout (min)
 224330 | PCA 1 hour limit
 224331 | PCA basal rate (mL/hour)
 224332 | PCA inject
 224359 | QTc
 224366 | Epidural Infusion Rate (mL/hr)
 224368 | Epidural Medication
 224369 | Sputum Consistency
 224370 | Sputum Color
 224372 | Sputum Source
 224373 | Sputum Amount
 224375 | Cont Neb - Med
 224379 | PCA cleared
 224389 | Heart Sounds
 224390 | Temporary Atrial Sens
 224391 | ETT Mark (location)
 224392 | ETT Position Change
 224404 | ART Lumen Volume
 224406 | VEN Lumen Volume
 224409 | Pain Level Response
 224410 | PCA bolus
 224411 | Epidural Bolus (mL)
 224413 | TOF Response
 224414 | TOF Twitch
 224415 | ETT Mark (cm)
 224417 | Cuff Pressure
 224418 | Cuff Volume (mL)
 224419 | Negative Insp. Force
 224420 | Vital Cap
 224421 | Spont Vt
 224422 | Spont RR
 224423 | CT #2 Crepitus
 224424 | CT #2 Drainage
 224425 | CT #2 Dressing
 224426 | CT #2 Fluctuate
 224427 | CT #2 Suction Amount
 224428 | CT #3 Crepitus
 224429 | CT #4 Crepitus
 224430 | CT #3 Drainage
 224431 | CT #4 Drainage
 224432 | CT #3 Dressing
 224433 | CT #4 Dressing
 224434 | CT #3 Fluctuate
 224435 | CT #4 Fluctuate
 224436 | CT #3 Suction Amount
 224437 | CT #4 Suction Amount
 224438 | Chest Tube Site # 2
 224439 | Chest Tube Site #3
 224440 | Chest Tube Site #4
 224441 | GI #2 Intub Site
 224442 | GI #3 Intub Site
 224443 | GI #2 Tube Place Check
 224444 | GI #3 Tube Place Check
 224445 | GI #2 Tube Drainage
 224446 | GI #3 Tube Drainage
 224447 | Family Meeting
 224452 | Traction/Immobile Location #2
 224456 | PT Splint Location #2
 224457 | PT Splint Location #3
 224561 | Impaired Skin Type #1
 224562 | Impaired Skin Length #1
 224563 | Impaired Skin Depth #1
 224564 | Impaired Skin Odor #1
 224565 | Surrounding Tissue #1
 224631 | Pressure Ulcer Stage #1
 224632 | Tunneling Present #1
 224633 | Undermining Present #1
 224639 | Daily Weight
 224640 | Service
 224641 | Alarms On
 224642 | Temperature Site
 224643 | Manual Blood Pressure Diastolic Left
 224645 | Orthostatic BPs lying
 224646 | Orthostatic BPs sitting
 224647 | Orthostatic HR standing
 224650 | Ectopy Type 1
 224651 | Ectopy Frequency 1
 224652 | Unassisted Systole
 224654 | PAEDP
 224660 | ECMO
 224661 | Baseline Current/mA
 224662 | Current Used/mA
 224663 | PCA attempt
 224665 | PCA total dose
 224666 | Nasal Congestion
 224667 | Goose Flesh
 224668 | Sweating
 224669 | Restlessness
 224670 | Lacrimation
 224671 | Pupils
 224672 | Yawning
 224673 | Abdominal Changes: Observation
 224674 | Changes in Temperature
 224675 | Muscle Aches
 224676 | Nausea and Vomiting (CINA)
 224677 | Tremor (CINA)
 224680 | Cuff Volume/units
 224684 | Tidal Volume (set)
 224685 | Tidal Volume (observed)
 224686 | Tidal Volume (spontaneous)
 224687 | Minute Volume
 224688 | Respiratory Rate (Set)
 224689 | Respiratory Rate (spontaneous)
 224690 | Respiratory Rate (Total)
 224691 | Flow Rate (L/min)
 224692 | Flow Pattern
 224695 | Peak Insp. Pressure
 224696 | Plateau Pressure
 224697 | Mean Airway Pressure
 224700 | Total PEEP Level
 224701 | PSV Level
 224702 | PCV Level (Avea)
 224704 | ATC %
 224705 | P High (APRV)
 224706 | P Low (APRV)
 224707 | T High (APRV)
 224709 | T Low (APRV)
 224710 | Recruitment Press
 224711 | Recruitment Duration
 224712 | Recruitment Mode
 224713 | Circuit Changed
 224715 | SBT Started
 224716 | SBT Stopped
 224717 | SBT Successfully Completed
 224728 | Peak Exp Flow Rate
 224730 | Corneal Reflex Right
 224731 | Corneal Reflex Left
 224733 | Pupil Size Left
 224735 | Flow Rate (variable/fixed)
 224738 | Inspiratory Time
 224740 | RSBI Deferred
 224743 | Vd/Vt Ratio
 224746 | Transpulmonary Pressure (Exp. Hold)
 224747 | Transpulmonary Pressure (Insp. Hold)
 224749 | Nitric Oxide
 224750 | Nitric Oxide Tank Pressure
 224751 | Temporary Pacemaker Rate
 224752 | Temporary Atrial Sens Threshold mV
 224753 | Temporary Atrial Sens Setting mV
 224754 | Temporary Atrial Stim Threshold mA
 224755 | Temporary Atrial Stim Setting mA
 224756 | Response
 224758 | RUE Sensation
 224759 | LUE Sensation
 224762 | LLE Sensation
 224767 | RUE Temp
 224769 | LUE Temp
 224771 | RLE Temp
 224773 | LLE Temp
 224775 | CT #1 Leak
 224777 | CT #2 Leak
 224779 | CT #3 Leak
 224781 | CT #4 Leak
 224785 | GI #1 Tube Type
 224786 | GI #1 Tube Status
 224788 | GI #2 Tube Type
 224789 | GI #2 Tube Status
 224791 | GI #3 Tube Type
 224792 | GI #3 Tube Status
 224794 | Stool Color
 224796 | Ostomy
 224797 | Ostomy Appearance
 224800 | AV Fistula R Bruit
 224801 | AV Fistula R Thrill
 224803 | AV Fistula L Bruit
 224804 | AV Fistula L Thrill
 224806 | CT #1 Suction Type
 224808 | CT #2 Suction Type
 224810 | CT #3 Suction Type
 224812 | CT #4 Suction Type
 224814 | GI #1 Tube Place Method
 224816 | GI #2 Tube Place Method
 224828 | Arterial Base Excess
 224829 | Trach Tube Type
 224830 | Trach Tube Manufacturer
 224831 | Trach Tube Size (I.D.)
 224832 | ETT Type
 224833 | SBT Deferred
 224834 | Temporary Ventricular Sens
 224835 | Temporary Ventricular Capture
 224837 | Temporary Ventricular Sens Setting mV
 224838 | Temporary Ventricular Stim Setting mA
 224839 | Temporary Pacemaker Wires Atrial
 224842 | Cardiac Output (CCO)
 224844 | Permanent Pacemaker Mode
 224845 | Permanent Pacemaker Rate
 224846 | Impaired Skin Width #1
 224847 | Impaired Skin Drainage Amount #1
 224848 | Incision Appearance #1
 224850 | Incision Drainage Amount #1
 224851 | Dressing Status #1
 224854 | Reason for Restraint (Acute Medical/Surgical)_V1
 224855 | Patient/Family Informed_V1
 224856 | Restraints Ordered
 224857 | Less Restrictive Measures (Behavioral)
 224858 | Patient Behavior During Application
 224859 | Status and Comfort (Behavioral)
 224860 | Skin Condition
 224862 | Edema Amount
 224865 | Flow Sensitivity
 224866 | Temporary Atrial Capture
 224876 | Urine Appearance
 224879 | Nares L
 224888 | Impaired Skin Cleanse #2
 224889 | Impaired Skin Cleanse #3
 224890 | Impaired Skin Cleanse #4
 224891 | Impaired Skin Cleanse #5
 224892 | Impaired Skin Cleanse #6
 224893 | Impaired Skin Cleanse #7
 224894 | Impaired Skin Cleanse #8
 224895 | Impaired Skin Depth #2
 224896 | Impaired Skin Depth #3
 224897 | Impaired Skin Depth #4
 224898 | Impaired Skin Depth #5
 224899 | Impaired Skin Depth #6
 224900 | Impaired Skin Depth #7
 224901 | Impaired Skin Depth #8
 224902 | Impaired Skin Drainage #2
 224903 | Impaired Skin Drainage #3
 224904 | Impaired Skin Drainage #4
 224905 | Impaired Skin Drainage #5
 224906 | Impaired Skin Drainage #6
 224907 | Impaired Skin Drainage #7
 224908 | Impaired Skin Drainage #8
 224909 | Impaired Skin Drainage Amount #2
 224910 | Impaired Skin Drainage Amount #3
 224911 | Impaired Skin Drainage Amount #4
 224912 | Impaired Skin Drainage Amount #5
 224913 | Impaired Skin Drainage Amount #6
 224914 | Impaired Skin Drainage Amount #7
 224915 | Impaired Skin Drainage Amount #8
 224916 | Impaired Skin Length #2
 224917 | Impaired Skin Length #3
 224918 | Impaired Skin Length #4
 224919 | Impaired Skin Length #5
 224920 | Impaired Skin Length #6
 224921 | Impaired Skin Length #7
 224922 | Impaired Skin Length #8
 224923 | Impaired Skin Odor #2
 224924 | Impaired Skin Odor #3
 224925 | Impaired Skin Odor #4
 224926 | Impaired Skin Odor #5
 224927 | Impaired Skin Odor #6
 224928 | Impaired Skin Odor #7
 224929 | Impaired Skin Odor #8
 224930 | Impaired Skin Site #2
 224931 | Impaired Skin Site #3
 224932 | Impaired Skin Site #4
 224933 | Impaired Skin Site #5
 224934 | Impaired Skin Site #6
 224935 | Impaired Skin Site #7
 224936 | Impaired Skin Site #8
 224937 | Impaired Skin Treatment #2
 224938 | Impaired Skin Treatment #3
 224939 | Impaired Skin Treatment #4
 224940 | Impaired Skin Treatment #5
 224941 | Impaired Skin Treatment #6
 224942 | Impaired Skin Treatment #7
 224943 | Impaired Skin Treatment #8
 224944 | Impaired Skin Type #2
 224945 | Impaired Skin Type #3
 224946 | Impaired Skin Type #4
 224947 | Impaired Skin Type #5
 224948 | Impaired Skin Type #6
 224949 | Impaired Skin Type #7
 224950 | Impaired Skin Type #8
 224951 | Impaired Skin Width #2
 224952 | Impaired Skin Width #3
 224953 | Impaired Skin Width #4
 224954 | Impaired Skin Width #5
 224955 | Impaired Skin Width #6
 224956 | Impaired Skin Width #7
 224957 | Impaired Skin Width #8
 224958 | Impaired Skin Wound Base #2
 224959 | Impaired Skin Wound Base #3
 224960 | Impaired Skin Wound Base #4
 224961 | Impaired Skin Wound Base #5
 224962 | Impaired Skin Wound Base #6
 224963 | Impaired Skin Wound Base #7
 224964 | Impaired Skin Wound Base #8
 224965 | Pressure Ulcer Stage #2
 224966 | Pressure Ulcer Stage #3
 224967 | Pressure Ulcer Stage #4
 224968 | Pressure Ulcer Stage #5
 224969 | Pressure Ulcer Stage #6
 224970 | Pressure Ulcer Stage #7
 224971 | Pressure Ulcer Stage #8
 224972 | Surrounding Tissue #2
 224973 | Surrounding Tissue #3
 224974 | Surrounding Tissue #4
 224975 | Surrounding Tissue #5
 224976 | Surrounding Tissue #6
 224977 | Surrounding Tissue #7
 224978 | Surrounding Tissue #8
 224979 | Tunneling Present #2
 224980 | Tunneling Present #3
 224981 | Tunneling Present #4
 224982 | Tunneling Present #5
 224983 | Tunneling Present #6
 224984 | Tunneling Present #7
 224985 | Tunneling Present #8
 224986 | Undermining Present #2
 224987 | Undermining Present #3
 224988 | Undermining Present #4
 224989 | Undermining Present #5
 224990 | Undermining Present #6
 224991 | Undermining Present #7
 224992 | Undermining Present #8
 224993 | Incision Appearance #2
 224994 | Incision Appearance #3
 224995 | Incision Appearance #4
 224996 | Incision Appearance #5
 224997 | Incision Appearance #6
 224998 | Incision Cleansing #2
 224999 | Incision Cleansing #3
 225000 | Incision Cleansing #4
 225001 | Incision Cleansing #5
 225002 | Incision Cleansing #6
 225003 | Incision Closure #6
 225004 | Incision Closure #2
 225005 | Incision Closure #3
 225006 | Incision Closure #4
 225007 | Incision Closure #5
 225013 | Incision Drainage #2
 225014 | Incision Drainage #3
 225015 | Incision Drainage #4
 225016 | Incision Drainage #5
 225017 | Incision Drainage #6
 225018 | Incision Drainage Amount #2
 225019 | Incision Drainage Amount #3
 225020 | Incision Drainage Amount #4
 225021 | Incision Drainage Amount #5
 225022 | Incision Drainage Amount #6
 225023 | Incision Dressing #2
 225024 | Incision Dressing #3
 225025 | Incision Dressing #4
 225026 | Incision Dressing #5
 225027 | Incision Dressing #6
 225028 | Dressing Status #2
 225029 | Dressing Status #3
 225030 | Dressing Status #4
 225031 | Dressing Status #5
 225032 | Dressing Status #6
 225043 | Incision Packing #2
 225044 | Incision Packing #3
 225045 | Incision Packing #4
 225046 | Incision Packing #5
 225047 | Incision Packing #6
 225048 | Knee Location - Immobilizer
 225050 | Warming Device Status
 225052 | Cooling Device Status
 225054 | Anti Embolic Device Status
 225059 | Past medical history
 225067 | Is the spokesperson the Health Care Proxy
 225070 | Unable to assess psychological
 225072 | Living situation
 225074 | Any fear in relationships
 225076 | Emotional / physical / sexual harm by partner or close relation
 225078 | Social work consult
 225082 | Pregnant
 225085 | Post menopausal
 225086 | Unable to assess cognitive / perceptual
 225087 | Visual / hearing deficit
 225090 | Interpreter
 225091 | Unable to assess activity / mobility
 225092 | Self ADL
 225094 | History of slips / falls
 225097 | Balance
 225099 | Judgement
 225101 | Use of assistive devices
 225103 | Intravenous  / IV access prior to admission
